0,0,0,0
-78.538,-77.168,-29.514,-75.384
-9645.6,-213.54,-197.41,-220.13
-77.514,-76.576,-31.64,-77.021
-66.76,-66.621,-47.228,-72.73
-72.447,-71.59,-21.08,-69.813
-105.34,-103.84,-47.763,-99.688
-922.63,-177.36,-159.01,-179.83
-88.068,-87.821,-54.716,-89.185
-938.85,-178.65,-156.64,-179.91
-82.332,-81.23,-39.876,-81.725
-202.46,-201.97,-194.44,-203.57
-56.804,-56.941,-30.861,-64.098
-90.508,-89.734,-26.173,-84.851
-774.78,-182.56,-162.86,-191.41
-64.58,-64.617,-36.501,-69.079
-72.589,-71.968,-23.983,-71.227
-91.748,-91.845,-71.865,-96.131
-97.434,-96.925,-35.115,-94.181
-885.84,-175.44,-158.19,-178.12
-76.162,-74.97,-21.282,-73.795
-72.447,-71.59,-21.08,-69.813
-98.698,-98.169,-41.036,-95.994
-53.891,-53.941,-35.894,-67.02
-55.609,-54.612,-41.889,-66.526
-91.096,-90.413,-51.904,-92.035
-84.654,-82.056,-20.869,-76.816
-84.438,-85.616,-72.338,-103.38
-762.09,-169.94,-153.5,-173.6
-86.202,-84.077,-34.545,-83.711
-77.514,-76.576,-31.64,-77.021
-464.55,-166.93,-64.33,-168.25
-75.129,-74.199,-24.035,-72.8
-81.124,-78.753,-25.388,-76.365
-81.058,-78.968,-21.032,-76.607
-77.771,-76.489,-23.674,-75.839
-623.34,-155.91,-159.37,-157.91
-86.692,-84.558,-9.5368,-78.437
-60.207,-59.937,-35.27,-64.618
-91.748,-91.845,-71.865,-96.131
-89.682,-89.601,-64.624,-91.938
-561.16,-156.34,-152.97,-163.64
-101.89,-102.19,-74.227,-105.01
-151.78,-152.31,-131.27,-156
-2348.9,-191.1,-182.65,-193.42
-47.548,-46.437,-29.023,-63.38
-84.279,-82.751,-13.75,-76.504
-754.54,-170.74,-154.75,-173.9
-89.961,-89.864,-65.208,-91.73
-94.356,-93.791,-31.599,-90.384
-79.568,-78.166,-29.07,-76.597
-59.977,-59.991,-42.749,-69.702
-84.657,-81.671,-13.088,-75.6
-540.5,-181.35,-161.57,-190.74
-84.75,-82.876,-31.513,-82.105
-98.882,-98.982,-78.642,-103.27
-90.508,-89.734,-26.173,-84.851
-88.376,-85.882,-14.091,-80.073
-118.92,-118.86,-95.793,-123.13
-125.43,-126.17,-109.43,-130.42
-89.961,-89.864,-65.208,-91.73
-99.909,-100.13,-81.306,-104.84
-159.05,-159.2,-135.41,-161.75
-81.124,-78.753,-25.388,-76.365
-82.569,-80.188,-17.795,-77.805
-106.21,-105.24,-44.449,-101.4
-148.33,-148.11,-129.7,-149.78
-85.814,-82.817,-16.775,-77.681
-96.173,-95.151,-50.166,-96.259
-106.92,-105.47,-50.819,-102.2
-82.489,-81.254,-37.686,-81.924
-118.09,-117.57,-76.5,-118.46
-120.81,-121.02,-82.275,-123.8
-92.463,-91.51,-30.262,-86.769
-102.37,-101.81,-61.925,-104.62
-90.949,-89.148,-26.275,-82.512
-96.732,-95.422,-46.499,-95.335
-58.458,-58.542,-31.133,-64.81
-81.604,-78.775,-15.832,-74.805
-84.279,-82.751,-13.75,-76.504
-86.068,-85.912,-66.045,-90.066
-144.41,-140.04,-142.51,-146.53
-85.814,-82.817,-16.775,-77.681
-80.453,-78.565,-23.955,-77.907
-75.97,-74.805,-20.542,-72.793
-81.058,-78.968,-21.032,-76.607
-84.279,-82.751,-13.75,-76.504
-53.682,-53.631,-20.103,-62.28
-88.153,-86.528,-14.707,-81.012
-99.561,-99.767,-80.752,-104.75
-101.16,-100.41,-46.764,-97.625
-941.6,-183.59,-165.71,-186.74
-95.135,-95.055,-62.704,-97.747
-39.428,-39.729,-22.636,-74.577
-81.278,-78.951,-13.584,-75.774
-80.347,-77.551,-12.235,-72.678
-88.068,-87.821,-54.716,-89.185
-142.6,-143.37,-128.81,-147.97
-84.657,-81.671,-13.088,-75.6
-58.833,-58.988,-31.573,-66.439
-133.71,-133.82,-116.79,-136.63
-96.528,-96.142,-36.038,-93.099
-154.85,-154,-113.82,-164.28
-2914.2,-196.31,-170.84,-202.81
-94.807,-92.959,-43.139,-91.83
-149.04,-146.65,-105.52,-159.23
-98.698,-98.169,-41.036,-95.994
-74.303,-74.278,-44.94,-78.441
-84.657,-81.671,-13.088,-75.6
-85.405,-84.285,-15.761,-79.442
-80.453,-78.565,-23.955,-77.907
-72.447,-71.59,-21.08,-69.813
-55.232,-55.222,-18.541,-61.65
-88.533,-86.172,-31.902,-85.132
-81.278,-78.951,-13.584,-75.774
-101.46,-101.65,-76.063,-104.69
-84.279,-82.751,-13.75,-76.504
-56.256,-55.832,-39.211,-75.973
-162.11,-162.12,-126.5,-171.55
-2498.7,-193.52,-178.06,-195.6
-90.174,-89.078,-19.327,-83.429
-82.332,-81.23,-39.876,-81.725
-52.401,-51.461,-37.233,-64.923
-115.2,-114.84,-71.222,-115.42
-145.31,-145.36,-119.26,-148.53
-86.692,-84.558,-9.5368,-78.437
-85.814,-82.817,-16.775,-77.681
-169.57,-152.82,-150.48,-183.65
-81.058,-78.968,-21.032,-76.607
-107.92,-106.67,-50.423,-103.78
-55.232,-55.222,-18.541,-61.65
-167.36,-167.41,-143.12,-168.96
-84.279,-82.751,-13.75,-76.504
-98.763,-97.766,-43.817,-97.013
-87.067,-85.07,-17.97,-79.279
-126.77,-126.67,-86.638,-129.28
-97.434,-96.925,-35.115,-94.181
-53.227,-53.177,-39.516,-78.969
-95.907,-95.945,-74.641,-100.13
-81.604,-78.775,-15.832,-74.805
-66.104,-65.959,-45.886,-72.241
-75.129,-74.199,-24.035,-72.8
-122.03,-119.41,-65.33,-120.47
-121.61,-121.53,-95.798,-125.62
-51.579,-51.709,-25.319,-63.186
-90.174,-89.078,-19.327,-83.429
-80.453,-78.565,-23.955,-77.907
-86.993,-84.872,-11.998,-78.15
-92.774,-94.402,-83.914,-111.18
-79.687,-78.346,-23.576,-78.472
-90.171,-89.245,-50.734,-89.662
-86.243,-84.456,-18.089,-78.496
-3089.6,-196.06,-187.27,-198.44
-547.72,-158.26,-154.23,-165.4
-52.886,-52.716,-16.499,-61.807
-94.31,-94.141,-68.378,-96.962
-121.14,-123.67,-113.49,-135.4
-100.35,-100.55,-80.193,-105.55
-78.166,-77.101,-26.753,-77.096
-84.657,-81.671,-13.088,-75.6
-72.447,-71.59,-21.08,-69.813
-84.654,-82.056,-20.869,-76.816
-56.804,-56.941,-30.861,-64.098
-111.4,-111.54,-85.895,-115.23
-839.87,-174.07,-157.68,-177.47
-78.083,-76.844,-21.293,-76.502
-142.86,-138.48,-142.01,-145.12
-85.456,-84.116,-40.792,-85.419
-466.24,-158.97,-160.37,-160.69
-84.657,-81.671,-13.088,-75.6
-79.568,-78.166,-29.07,-76.597
-84.279,-82.751,-13.75,-76.504
-121.16,-120.92,-89.124,-123.31
-56.831,-56.727,-32.862,-62.051
-52.401,-51.461,-37.233,-64.923
-103.62,-101.95,-40.601,-98.864
-79.015,-77.209,-21.962,-75.899
-5287.3,-210.34,-196.52,-214.5
-78.761,-79.014,-62.967,-85.485
-84.75,-82.876,-31.513,-82.105
-58.846,-58.512,-40.785,-78.871
-90.508,-89.734,-26.173,-84.851
