"","id","age","gender","omega","zeta","beta_TGI","responsiveness"
"87","396",25,2,0.349,0.4221,-0.03865357809944,0.0327639302248677
"88","397",21,1,-2.0148,1.2498,0.168346022646902,0.0489986359126984
"89","399",21,1,-4.5699,0.55212,0.0119425345039059,0.0556027409653588
"90","403",22,1,-0.072704,1.2088,-0.0367874860347483,0.181352749433107
"91","404",25,2,0.19216,1.5328,0.0462124140856467,0.0385613012566137
"92","405",23,1,0.49423,0.83897,-0.0234259992008331,0.0417028356481481
"93","406",22,1,0.66675,1.5249,-0.0985499352850421,0.0307303476946333
"94","408",18,1,-0.94685,1.161,-0.0834861418446482,0.041098296957672
"95","409",22,1,0.18718,1.165,-0.00883505269209073,0.0427698206018519
"96","412",29,2,0.0085896,1.6359,0.146974355771057,0.106573011148904
"97","413",24,2,-0.25061,1.6263,0.0503501688143709,0.314611087490552
"98","414",19,1,-0.7672,1.5739,-0.00519714780260181,0.0194744130291005
"99","416",26,2,-0.23597,1.0259,0.19036217429751,0.23568003590325
"100","419",21,1,0.37003,1.1526,-0.265665440059974,0.206833427815571
"101","420",21,1,-1.0321,1.1362,-0.101326387704674,0.0437246078987151
"102","421",22,2,-0.63229,0.85573,0.136803549671209,0.144708404195011
"103","422",23,1,-2.3132,0.70641,-0.627051450728944,0.502843324829932
"104","423",24,2,0.067211,1.5534,0.0782901538496194,0.0564590419501134
"105","425",22,1,-2.7993,3.5692,-0.0712607377782724,0.058307350718065
"106","426",24,2,-6.9181,0.35716,-0.207479911084824,0.165718522652116
"107","427",22,2,0.20818,1.2492,-0.0376976925584833,0.0211666046626984
"108","429",23,1,-0.43975,1.9757,0.211332722881049,0.286520337301587
"109","430",21,1,-1.3063,2.7644,-0.329481054374469,0.118828021660053
"110","431",30,2,-0.96936,0.6038,0.155165704008116,0.0334610849056604
"111","432",21,1,-0.72255,0.84051,-0.0987866962494594,0.098736890589569
"112","433",25,2,0.14392,1.5018,-0.189284058260261,-0.0089079034391534
"113","434",24,1,0.32321,0.90593,-0.102927074711994,0.0183447514225816
"114","435",27,2,-0.59185,1.7136,-0.0197716494038907,0.0365358382936509
"115","437",18,1,0.29005,1.3469,0.209738203086419,0.381091889880952
"116","438",28,2,0.16014,1.1773,0.0281539239483374,0.00151171579743015
"117","439",22,2,-0.23326,1.5341,0.0119051657282111,0.0841755539021164
"118","440",21,2,-4.1603,1.8712,-0.150926543962984,0.140852347883598
"119","442",22,2,-0.42299,1.7227,0.087850979343933,0.183288897156085
"120","443",23,1,-0.60679,2.02,0.179776449240246,0.00294260499338626
"121","445",23,1,0.75063,1.413,-0.0595947077576748,0.00250940588499551
"122","446",21,1,-0.1266,1.6652,-0.182327851834844,0.0182291666666666
"123","447",28,2,-0.55648,1.8442,0.0501849662804176,0.143980964781746
"124","448",22,1,-2.5489,1.7329,0.163920020885941,0.0274419229497354
"125","449",25,1,-2.8024,3.0538,-0.428102410446658,0.230828963529856
"126","450",34,1,-1.9506,1.2678,0.0102137861467433,0.165742420014881
"127","451",28,1,-0.19648,0.75885,0.0587894652562658,0.0337419690098261
"128","452",21,1,-1.2725,0.46,-0.0401603355239775,0.156058821097884
"129","453",22,1,0.015872,1.1454,0.0865441381361409,0.119401558366402
"130","454",23,2,0.024507,1.7484,-0.0777685696653886,0.121143943688587
"131","455",23,1,-2.3369,5.3425,0.139095442479302,0.107071995464853
"132","458",24,1,0.5255,1.1809,0.135925853589137,0.144898984226814
"133","459",18,1,-0.86663,2.6084,-0.300287878208912,0.332099159108088
"134","460",24,1,-0.11593,1.4073,-0.0575618320705896,0.0130802538029101
"135","461",23,2,0.5155,1.2787,0.24586316744224,0.130427930720899
"136","462",26,2,-0.81655,1.1349,0.239036082074514,-0.000428860780423326
"137","464",23,1,0.037929,0.84752,0.326449458837032,0.286995701058201
"138","467",18,1,-0.68231,2.5502,-0.0403943334547145,0.13177024281935
"139","469",29,1,-0.10129,2.5836,-0.111808976890468,0.0536607298841968
"140","470",31,1,0.16969,0.67135,0.173553289077505,0.0243646069538926
"141","471",26,2,-0.14467,2.7484,0.096764502398178,0.291303222022562
"142","472",22,2,-4.3883,2.7641,-0.125744403652903,0.110103546626984
"143","474",34,1,-3.954,1.233,0.128627335869455,0.11582599619709
"144","475",30,1,-6.0185,0.24923,0.147464484733899,-0.0453946552579365
"145","478",20,2,-2.6247,1.9151,0.0248569449160443,-0.00110315393518519
"146","479",21,1,-0.067764,1.7519,0.102984856647431,0.300297687528762
"147","480",23,1,0.33372,1.1367,-0.0343076346837049,0.0485181051587302
"148","481",29,1,-7.9107,1.0328,0.0348356645596124,0.101691674933862
"149","482",27,2,-0.44226,1.9424,0.0915510362520535,0.0788070436507937
"150","484",22,2,-3.9949,2.633,-0.161625304702685,0.196791737528345
"151","485",25,2,-3.3847,2.7049,-0.0605876732264698,0.0899315889550265
"152","486",22,1,-0.221,0.99852,0.0902098055719557,0.0623228458049887
"153","487",30,2,-2.4219,0.44892,0.130495757198033,0.00365277465808128
"154","488",21,1,-2.9461,3.8729,-0.346208808283661,0.0245478877314815
"155","489",23,1,-0.67184,0.82752,0.224920947795117,0.0147253575172207
"156","490",24,1,0.097276,1.4879,-0.0674962519913333,0.0806140164399092
"157","491",44,1,-0.77378,1.1215,0.0634689354247451,0.0289403521825397
"158","492",24,1,-0.30761,2.6342,0.150172808519268,0.0986767319775134
"159","494",26,2,-9.3993,2.3594,0.26208980552006,-0.00665804516250943
"160","495",22,1,-0.95516,1.3608,0.163338674544658,0.100004601552361
"161","496",24,1,0.021048,0.94182,-0.0964636966886845,-0.00281859705687829
"162","497",19,1,-0.32535,1.843,0.256492269727019,0.372600563417191
"163","498",23,1,-3.197,2.8612,-0.157616004411164,0.140800677910053
"164","499",24,1,0.22619,1.1657,0.0691705475194514,0.078104332010582
"165","500",24,1,-2.8014,1.4066,-0.111303421044189,0.0286122478505291
"166","503",33,2,-0.50523,0.66114,0.0721007265177392,0.00535885869022662
"167","504",22,2,-1.1473,1.9442,0.0938744925326438,0.00893676063192581
"168","508",29,1,-6.8522,0.30992,0.219810734123918,-0.0277415113057802
"169","510",24,1,-0.82878,0.87793,0.164455153294916,0.0155268270502645
"170","511",25,1,-4.4808,0.21369,0.299536620253335,0.00190613457122891
"171","512",22,1,-1.3735,2.1801,0.0543744316206221,-0.0179900085034013
"172","513",26,1,-0.57406,1.1718,0.241750874747548,0.0054615162037037
"173","514",26,1,-0.20797,1.3891,0.114160365589454,0.203668272864701
"174","515",23,1,0.085891,1.9235,0.0551690515391151,0.0398943865740741
"175","518",24,2,-8.769,1.6485,-0.081289267193509,0.116080223460543
"176","519",36,2,-3.0008,0.27502,0.0778038203740393,0.0486849253590325
"177","521",26,1,-0.58804,1.042,0.150650399274003,0.143146494708995
"178","522",25,1,-2.8637,2.94,0.0810437508118143,0.00225797784391534
"179","523",23,1,0.47701,0.66692,0.0762608268150965,0.18878658234127
"180","524",23,1,-2.1051,2.3939,-0.0928299145058285,0.0151677207341269
"181","526",25,2,-0.25809,1.2515,0.056940624931273,0.0433924437830687
"182","527",27,2,0.53429,0.73374,-0.0407284317338718,-0.00735263723544974
"183","528",21,2,0.16269,1.2155,0.148706209115528,0.104869996326113
"184","533",24,1,0.0051311,0.63667,0.197516801780164,0.0310639880952381
"185","534",23,1,0.27429,0.9599,0.164044148105535,0.182362639762404
"186","537",32,1,-0.12656,1.2944,0.275095388937588,0.231177366780045
"187","538",23,1,-0.093026,1.2257,-0.212680973969087,0.310740268329554
"188","539",22,1,-0.31424,2.7835,0.130850400720843,0.229603647014361
"189","540",44,1,-6.0563,0.39661,0.0799930309765999,0.0510923971861473
"190","541",26,1,0.27943,0.69183,0.0981271330696889,0.0794175442612943
"191","542",24,1,-0.12417,1.4622,0.104432655015966,0.277298016576607
"192","543",23,1,0.16102,1.0801,-0.00592725574605457,0.0615964578965758
"193","544",24,1,0.098729,0.29058,-0.0945362859347945,-0.0352494886126746
"194","546",29,2,-0.84932,1.2048,0.0485146948702154,0.0563970379818594
"195","547",26,1,0.48213,1.2973,0.11915927246511,0.263969494047619
"196","548",35,1,-0.22205,1.7141,-0.115980565549153,0.0512690925426775
"197","549",52,1,-1.3208,1.8433,0.368158225833363,0.0265872235948887
"198","550",30,2,-2.4171,2.5108,-0.42709404797186,0.249288430650038
"199","551",25,1,-2.1413,2.5455,0.0705025196531207,0.0650499131944444
"200","552",22,1,-0.45557,0.64172,-0.178566565284903,0.046240197467876
"201","553",24,2,-0.57423,1.3199,0.284166496871295,0.0890790343915344
"202","554",25,1,0.12716,1.0643,0.126543830105182,0.189914645103324
"203","555",23,1,0.19898,1.7785,0.00607503824369078,0.156350387377173
"204","556",21,1,-3.0077,1.9934,0.031139958364212,0.0333478009259259
"205","558",27,2,-0.43841,0.6781,0.103200022418587,0.0151238012566138
"206","560",23,2,-1.0513,1.3395,0.228904470302064,0.0355954447751323
"207","562",28,1,-0.020884,0.88888,0.0401298835775504,0.126780399659864
"208","563",23,1,-2.1952,1.5532,0.353843732958771,-0.00560102513227509
"209","564",29,1,-0.0091829,2.0398,0.104020557230244,0.0120365203373016
"210","565",27,2,-5.2137,0.28482,-0.0289815676448819,0.0838855196166517
"211","566",25,2,-1.2936,1.6396,-0.158463655779232,0.141503684807256
"212","570",18,1,-0.65141,1.7378,0.262391896183248,0.00371048904362582
"213","571",24,1,-1.4692,2.0811,0.217047259348848,0.0214315351402616
"214","572",26,1,-0.96117,0.82918,0.168226639447797,0.00976045800264552
"215","573",36,1,-0.0905,1.4728,-0.0426666258703309,0.0943287037037036
"216","574",23,1,0.023297,2.1102,-0.0193785554121499,-0.0289928995707297
"217","577",20,1,-3.0669,1.7605,0.0758448315728249,0.0720821965939153
"218","578",25,1,-1.0385,1.1438,-0.242569161257648,0.192117150843566
"219","580",21,1,0.06647,2.6691,0.268558267486243,0.389847366898148
"220","581",24,1,-2.4296,0.51683,0.0517450767289218,0.0230175869467027
"221","582",23,1,-0.7441,1.6943,0.0752243904883727,0.104078089569161
"222","583",27,1,-0.43215,1.2439,0.0578498859794945,0.215590381117725
"223","584",23,1,-1.6031,3.2514,0.0164270838679728,0.0587472836356764
"224","585",24,2,-0.17548,0.78423,-0.157989612426836,0.0627362055933485
"225","586",26,2,-3.4104,3.5367,0.17353070339484,0.00536954365079364
"226","587",22,2,0.31923,0.76058,-0.0110997183948811,0.00178368648297894
"227","588",30,1,-1.1041,1.1146,-0.184304489892183,0.300922973356009
"228","590",22,1,-1.1903,2.0434,0.293425713453964,-0.0287668886999244
"229","592",22,1,0.54928,0.39077,-0.146626865191654,-0.0018058655753968
"230","593",30,2,0.024077,0.90061,-0.0936757987803325,0.0921378968253967
"231","594",27,2,-1.9404,0.49782,0.242007578861515,-0.000711569349962208
"232","595",21,1,-1.127,1.3362,-0.0751638875683297,-0.0263310185185185
"233","596",33,1,-0.78238,0.78945,0.223625139439291,0.140462608654573
"234","597",18,1,-0.6837,1.6846,-0.174909414507712,0.0495153356481481
"235","600",29,2,-0.069916,0.89818,0.0452500396796553,0.07765554138322
"236","601",20,1,-0.4551,2.1746,-0.0197789816970107,0.0173972800925926
"237","602",18,1,-0.7845,2.1973,0.0167011986879464,0.0721215340171708
"238","604",24,1,-1.5031,0.98405,0.357105147590346,0.0040080056412809
"239","605",20,1,-1.0756,1.0934,0.14251189575514,0.129035424933862
"240","606",23,1,-2.5547,3.3015,0.0885286265017116,0.0850709107545044
"241","607",25,1,-0.70327,0.84934,0.21682018900183,0.115660517255683
"242","609",23,2,-0.50817,1.9542,0.310722143578243,0.170454075727513
"243","610",22,1,-1.4496,0.68026,-0.176016192591948,0.0814112103174603
"244","611",27,2,-0.36085,1.2388,-0.0330065497880537,0.000201512896825395
"245","613",22,2,-0.94769,1.6963,-0.0941289085015937,0.0149526782257619
"246","614",24,1,-4.5607,2.0571,-0.149058473859765,0.0269510582010582
"247","616",26,2,-0.62466,2.217,-0.112816225724509,0.0498821924603174
"248","618",22,2,-0.77158,3.0187,0.0134693121767288,0.103221398622342
"249","619",23,2,-1.1145,1.4904,-0.264318131569609,0.0655381944444444
"250","621",26,1,-0.74533,0.99237,-0.0112907478239552,0.117541439318783
"251","622",27,1,-1.5814,0.9552,-0.070985597268774,0.23304191468254
"252","623",24,2,-0.35949,1.0047,0.0802068650984529,0.0905346513605443
"253","624",24,1,-0.076673,0.95553,0.491280588174675,0.347169075963719
"254","625",19,1,0.50985,0.746,0.141895896406962,0.236204009042641
"255","626",26,1,-0.10035,1.5105,0.057495739093761,0.0596891534391534
"256","627",21,1,-1.1856,1.6531,0.250535038907713,-0.0132405436672291
"257","628",25,1,-0.36965,1.0891,0.173468948855243,0.0690369897959183
"258","630",22,2,-4.1232,1.0886,0.210048697632705,0.0511842757936508
"259","631",24,1,0.10638,0.9253,0.00633612709777431,0.18161257558579
"260","632",29,2,0.30537,0.8548,0.0531924699610208,0.0931890117157974
"261","633",25,2,-11.017,5.8007,0.0851813195892854,0.118814366024187
"262","634",26,1,-0.42499,1.3066,0.0298891018671935,0.00436869626322751
"263","635",19,1,-0.1422,0.8025,0.352716333955436,0.282854352678572
"264","636",23,1,-0.67641,1.0047,-0.031455623785607,0.00401578314252526
"265","637",24,1,0.30746,2.1983,-0.350720782939962,-0.0304292299319728
"266","639",26,2,-1.4283,2.567,-0.0233811751680679,0.0399246504157218
"267","641",28,2,-0.9522,1.4075,-0.0486887201676154,0.0998160548941799
